,시설명,분류,시군구 명칭,위도,경도,지번주소,전화번호,홈페이지,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,장애인용 출입문,휠체어 대여 가능 여부,장애인 화장실 유무,장애인 전용 주차장 여부,대형주차장 가능여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부,오디오 가이드(한국어)
11014,평화의댐물문화관,2,86,38.21285867,127.846062,강원도 화천군 화천읍 동촌리 2921-6,033-480-1522,정보없음,매주 월요일,화-일 10:00-17:00,1,0,1,1,1,0,0,1,1,0
11015,평화테마파크(2023년7월예정),5,182,36.11503411,128.939582,경상북도 영천시 화북면 횡계리 683,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11016,평화통일교육전시관,2,150,37.65363885,126.768814,경기도 고양시 일산동구 장항동 906,031-901-1560,정보없음,정보없음,정보없음,0,1,1,1,1,1,1,0,0,1
11017,포네티브스페이스,2,2,37.78711289,126.69704,경기도 파주시 탄현면 법흥리 1652-345,031-949-8056,ponetive.co.kr,"월, 화요일",수-일 11:00-18:00,1,0,0,0,0,0,0,1,0,0
11018,포니정홀,2,71,37.51364005,127.061137,서울특별시 강남구 삼성동 160,02-2008-8814,ponychunghall.modoo.at/?link=c9pu76j6,정보없음,매일 06:00-24:00,0,1,1,0,1,1,0,1,0,0
11019,포도,3,142,37.30008938,127.437705,경기도 이천시 송정동 193,031-994-5979,정보없음,매달 2째주 일요일,시설별 상이,0,0,0,0,0,0,0,0,0,0
11020,포도몰문화센터,1,9,37.47716446,126.915154,서울특별시 관악구 신림동 1680-12,02-881-8400,www.podoculture.co.kr/,정보없음,정보없음,0,1,1,0,1,1,0,1,1,0
11021,포도문화관,2,20,37.24809156,126.746393,경기도 화성시 송산면 고정리 156-4,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11022,포도뮤지엄,2,58,33.31926789,126.38597,제주특별자치도 서귀포시 안덕면 상천리 837,064-794-5115,www.podomuseum.com/,매주 화요일,수-월 10:00-18:00 (17:30 입장마감),1,0,1,0,0,1,1,0,1,0
11023,포동생활체육공원시흥시민운동장,3,16,37.40443993,126.783447,경기도 시흥시 포동 67-207,031-8084-0140,정보없음,정보없음,정보없음,1,0,0,0,1,1,0,1,0,0
11024,포디극장,5,81,35.68341569,128.71856,경상북도 청도군 화양읍 삼신리 880,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11025,포라이즌,4,124,34.89477542,127.448208,전라남도 순천시 별량면 덕정리 산 90-1,061-740-8181,www.fourizon.co.kr,정보없음,매일 00:00-24:00,1,0,0,0,0,0,0,0,0,0
11026,포레스트힐CC,4,28,37.87314902,127.276009,경기도 포천시 화현면 명덕리 178-1,031-530-8000,www.foresthill.kr/,정보없음,정보없음,1,0,1,0,1,1,1,0,0,0
11027,포로수용소터,5,158,34.75683877,128.53639,경상남도 통영시 한산면 추봉리 산 195,055-254-4481,https://tinyurl.com/5mej5dkw,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
11028,포마자동차디자인미술관,2,5,37.59181863,126.896464,경기도 고양시 덕양구 향동동 239,02-3158-4661,www.foma.kr/,"매주 월요일, 공휴일",10:00-18:00,1,0,1,0,1,1,1,1,0,1
11029,포미나,3,201,37.50996659,127.079155,서울특별시 송파구 잠실동 196,0507-1412-9017,정보없음,연중무휴,"10:00-24:00, 주말 07:00-24:00",1,1,1,0,0,1,0,0,0,0
11030,포스대구전시장,2,112,35.8735422,128.646648,대구광역시 수성구 만촌동 636-24,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11031,포스코미술관,2,71,37.50581497,127.056131,서울특별시 강남구 대치동 892,02-3457-1665,www.poscoartmuseum.org/,"매주 토요일, 일요일, 공휴일","10:00-18:00, 30분 전 입장 마감",0,1,1,0,1,1,1,1,1,1
11032,포스코역사박물관,2,42,35.99708072,129.386995,경상북도 포항시 남구 괴동동 1-7,054-220-7720,https://tinyurl.com/2bprsn5t,"매주 일요일, 공휴일","평일 : 09:00-18:00,토요일 : 10:00-17:00",1,0,1,1,1,1,0,0,0,0
11033,포스코협동스포츠랜드 풋살구장,3,42,35.99084571,129.393867,경상북도 포항시 남구 동촌동 716-1,054-243-4001,정보없음,연중무휴,예약제,1,0,1,0,0,1,1,1,0,0
11034,포스트극장,1,31,37.55413897,126.929673,서울특별시 마포구 창전동 5-92,02-337-5961,www.changmu.co.kr/,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
11035,포승레포츠공원,3,149,36.98274998,126.8841,경기도 평택시 포승읍 방림리 47-2,031-8024-8002,정보없음,정보없음,정보없음,1,0,1,0,1,1,1,1,1,0
11036,포시즌스크린골프연습장,3,32,37.30174884,126.81352,경기도 안산시 단원구 초지동 742-9,031-402-9339,정보없음,정보없음,정보없음,1,1,0,0,0,0,0,0,0,1
11037,포시즌스크린골프하우스,3,53,35.53612917,129.286297,울산광역시 남구 옥동 288-6,052-267-9000,정보없음,정보없음,매일 09:00-24:00,1,0,0,0,0,0,0,0,0,0
11038,포천 국립수목원,5,28,37.75624231,127.165665,경기도 포천시 소흘읍 직동리 산 50-18,031-540-2000,www.kna.go.kr,정보없음,정보없음,0,1,1,1,1,1,1,1,1,1
11039,포천갤러리,2,28,38.06561202,127.31569,경기도 포천시 영북면 산정리 451-3,031-538-2472,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11040,포천반월아트홀,1,28,37.89610864,127.212418,경기도 포천시 군내면 하성북리 610,031-535-3600,www.pcfac.or.kr/,정보없음,"09:00-18:00, 12:00-13:00 휴게시간",1,0,1,0,1,1,1,1,1,1
11041,포천백운계곡동장군축제눈썰매장,4,28,38.06341397,127.387847,경기도 포천시 이동면 도평리 720,031-535-7242,www.dongjangkun.co.kr/main/index.html,정보없음,09:00-17:00,1,0,0,0,0,0,0,0,0,0
11042,포천백운동장군축제눈썰매장,4,28,38.05515349,127.38331,경기도 포천시 이동면 도평리 249,031-535-7242,www.dongjangkun.co.kr/,연중무휴,09:00-17:00,1,0,0,0,0,0,0,0,0,0
11043,포천뷰식물원,5,28,37.92253964,127.303856,경기도 포천시 일동면 유동리 441,031-534-1136,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11044,포천아도니스퍼블릭CC,4,28,37.97089543,127.171997,경기도 포천시 신북면 고일리 산 59,031-530-9100,www.adoniscc.co.kr/,정보없음,정보없음,1,0,1,0,0,1,1,0,0,0
11045,포천아도니스CC,4,28,37.97089543,127.171997,경기도 포천시 신북면 고일리 산 59,031-530-9100,www.adoniscc.co.kr/,정보없음,정보없음,1,0,1,0,1,1,1,0,0,0
11046,포천아트밸리,6,28,37.92344665,127.236501,경기도 포천시 신북면 기지리 282,1668-1035,artvalley.pocheon.go.kr/,매월 첫번째 화요일,"월-목 09:00-19:00, 금-일 09:00-22:00,명절 당일은 10:00에 개장",1,0,1,1,1,1,1,1,1,0
11047,포천아트밸리호수공연장,1,28,37.92344665,127.236501,경기도 포천시 신북면 기지리 282,1668-1035,artvalley.pocheon.go.kr,매월 첫번째 화요일,"월, 화, 수, 목 09:00-19:00,금, 토, 일 09:00-22:00",1,0,0,1,1,1,1,1,0,1
11048,포천야구장,3,28,38.01825051,127.191426,경기도 포천시 창수면 오가리 942,031-540-6360,www.pcuc.kr/open_content/reservation/physical/baseball/guide.jsp,정보없음,"3월-10월 05:00-23:00, 11월-2월 06:00-23:00",1,0,1,0,1,1,1,1,1,0
11049,포천역사문화관,2,28,37.89046376,127.198272,경기도 포천시 신읍동 397-2,031-538-3029,www.pcmh.or.kr/,"매주 토요일, 일요일, 공휴일",평일 09:00-18:00,1,0,1,0,0,0,0,1,0,0
11050,포천용정산업단지홍보관,2,28,37.89003392,127.196663,경기도 포천시 신읍동 376-2,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11051,포천종합운동장,3,28,37.88821773,127.201598,경기도 포천시 군내면 구읍리 691,031-540-6331,www.pcuc.kr/open_content/reservation/physical/stadium/facilities.jsp,정보없음,06:00-21:00,1,0,1,0,1,1,1,1,1,0
11052,포천힐스CC,4,28,37.88641104,127.230711,경기도 포천시 군내면 상성북리 34-1,031-538-7000,www.fortunehills.co.kr/,정보없음,정보없음,1,0,1,0,0,1,1,0,1,0
11053,포커스뮤직,1,109,37.4823796,127.010309,서울특별시 서초구 서초동 1482-8,0507-1331-3323,https://tinyurl.com/5trrf775,정보없음,00:00-24:00,1,0,0,0,0,0,0,1,0,0
11054,포토존,5,216,35.39415268,126.734831,전라남도 장성군 북일면 문암리 828-13,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11055,포트링,5,31,37.5491168,126.916642,서울특별시 마포구 서교동 394-12,0507-1326-0802,정보없음,정보없음,매일 11:00-19:00,0,0,0,0,0,0,0,0,0,0
11056,포항구룡포예술공장,1,42,35.98537055,129.549996,경상북도 포항시 남구 구룡포읍 병포리 157-174,054-274-6318,정보없음,매주 월요일,화요일-일요일12:00-18:00,0,0,0,0,0,0,0,0,0,0
11057,포항구항마리나,4,42,36.04071017,129.37268,경상북도 포항시 남구 송도동 390-2,054-242-1812,pohang.mof.go.kr/ko/index.do,연중무휴,00:00-24:00,1,0,0,0,0,0,1,1,0,0
11058,포항리더유소년축구센터,3,42,36.01693498,129.34166,경상북도 포항시 남구 대잠동 967,정보없음,www.leaderfc.modoo.at,연중무휴,00:00-24:00,1,1,1,0,0,1,1,1,0,0
11059,포항문화예술회관,1,42,36.00961185,129.366021,경상북도 포항시 남구 대도동 303-1,054-289-7999,phcf.or.kr/,연중무휴,09:00-22:00,1,0,1,1,1,1,1,1,1,0
11060,포항바다화석박물관,2,42,36.07608308,129.566532,경상북도 포항시 남구 호미곶면 대보리 286-6,054-284-9229,정보없음,매주 월요일,화-일09:00-18:00,0,0,1,0,0,1,1,0,0,0
11061,포항사커로파크,3,42,36.00490492,129.357489,경상북도 포항시 남구 대도동 344,054-281-1400,정보없음,연중무휴,대관 스케줄에 따름,1,1,1,0,0,0,1,1,0,0
11062,포항송도해수욕장,5,42,36.03189469,129.375538,경상북도 포항시 남구 송도동,054-270-6442,정보없음,정보없음,개장기간 : 매년 7-8월 중,1,0,0,0,1,1,1,1,1,0
11063,포항스틸러스유소년클럽축구장,3,42,36.02416953,129.33998,경상북도 포항시 남구 대잠동 462-3,정보없음,정보없음,정보없음,정보없음,1,1,0,0,0,1,0,0,0,0
11064,포항스틸야드홈구장,3,42,35.99771682,129.384436,경상북도 포항시 남구 괴동동 1-6,054-282-2002,정보없음,정보없음,정보없음,1,0,1,1,1,1,1,0,1,1
11065,포항시립미술관,2,22,36.06627234,129.391226,경상북도 포항시 북구 환호동 351,054-270-4700,poma.pohang.go.kr/poma,"매주 월요일, 공휴일","하절기(4-10월) : 오전 10시-오후 7시,동절기(11-3월) : 오전 10시-오후 6시",1,0,1,0,1,1,1,1,1,1
11066,포항시청문화동대잠홀,1,42,36.01872882,129.343889,경상북도 포항시 남구 대잠동 1001,054-289-7844,culturalspace.phcf.or.kr/daejamHall/subMain.do,정보없음,정보없음,0,1,1,1,1,1,1,1,1,0
11067,포항야구장,3,42,36.00776865,129.359325,경상북도 포항시 남구 대도동 381-4,054-280-9560,www.phsisul.org/home/73,상시변동,"09:00-17:00, 매주 화요일 목요일 금요일 야간개장 18:00-22:00",1,0,1,0,1,0,1,1,0,0
11068,포항여성문화회관,1,22,36.05639292,129.362247,경상북도 포항시 북구 우현동 48,054-270-5541,lifetimeedu.pohang.go.kr/,"매주 일요일, 공휴일","평일(월-금) : 06:00-20:00,토요일 : 06:00-18:00,공휴일 : 09:00-18:00",1,0,1,0,0,0,0,0,1,1
11069,포항전통문화체험관,2,22,36.16498827,129.18505,경상북도 포항시 북구 기북면 오덕리 235-1,054-280-9372,www.phsisul.org/home/1,"매주 월요일, 공휴일",09:00-18:00,1,0,1,1,1,1,0,1,1,0
11070,포항종합운동장,3,42,36.00839814,129.362891,경상북도 포항시 남구 대도동 313-1,054-280-9503,www.phsisul.org/home/5,정보없음,09:00-22:00,1,0,1,0,1,1,1,0,1,0
11071,포항CC,4,22,36.22386118,129.342163,경상북도 포항시 북구 송라면 상송리 산 48,054-230-2000,www.pohangcc.com/,연중무휴,새벽 6시-밤 12시,1,0,1,0,1,1,1,1,1,0
11072,폭포골자연휴양림,5,84,37.848808,128.748218,강원도 강릉시 연곡면 퇴곡리 51-2,033-661-5050,www.폭포골자연휴양림.kr/home/,정보없음,정보없음,1,0,0,0,0,0,0,0,0,0
11073,폰박물관,2,25,37.29306214,127.666904,경기도 여주시 연양동 304-8,031-887-3548,phone.yeoju.go.kr/,매주 월요일,"3월-10월 09:00-18:00, 11월-2월 09:00-17:00",0,1,1,0,1,1,1,1,1,1
11074,폼텍웍스홀,1,31,37.5506957,126.917916,서울특별시 마포구 서교동 395-174,0507-1402-3644,www.workshall.co.kr/,연중무휴,유동적,0,0,1,0,1,0,0,0,1,1
11075,퐁당퐁당수리샘,2,218,37.36386208,126.916942,경기도 군포시 산본동 485-6,031-396-0240,www.gpscc.or.kr/toy/index.asp?tab=4,"매주 토요일, 일요일, 공휴일",10:00-17:00,1,0,1,0,1,1,1,1,1,1
11076,표선해수욕장,5,58,33.3265291,126.82874,제주특별자치도 서귀포시 표선면 표선리,정보없음,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,1,0,0
11077,표충사호국박물관,2,192,35.53226072,128.959044,경상남도 밀양시 단장면 구천리 23,055-352-1150,www.pyochungsa.or.kr/,"매주 월요일, 공휴일","3월-10월 관람시간 9:30-17:00, 11월-12월 관람시간 10:00-16:00",1,1,0,0,0,1,1,0,0,0
11078,푸드사이언스관,2,122,35.36782675,127.111097,전라북도 순창군 순창읍 백산리 580,063-652-6512,sftp.or.kr/#,매주 월요일,"화-일요일,10:00-17:00",0,1,0,0,0,0,0,0,0,0
11079,푸룻푸룻뮤지엄,2,1,37.57155788,126.986836,서울특별시 종로구 인사동 133,정보없음,museumoffruit.com/,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
11080,푸르덴셜생명홍보역사관,2,71,37.49005271,127.032164,서울특별시 강남구 역삼동 838,1588-3374,정보없음,정보없음,정보없음,0,1,1,0,1,1,0,1,1,0
11081,푸르지오아트홀,1,12,37.56613918,126.997327,서울특별시 중구 을지로4가 323,02-2288-2864,prugioarthall.daewooenc.com/,정보없음,정보없음,1,0,1,1,1,0,0,1,0,0
11082,푸른마리나요트투어,4,15,34.74541505,127.673211,전라남도 여수시 웅천동 1873-1,061-654-2667,www.gmyyachts.com/index.php,정보없음,9시-20시,0,0,0,0,0,0,0,0,0,0
11083,푸른방송아트홀,1,74,35.85257483,128.542457,대구광역시 달서구 감삼동 68-4,053-565-0877,culture.gcs.co.kr/03infra/art.php?pageNum=1,정보없음,정보없음,1,0,1,0,0,0,0,0,0,0
11084,푸른솔GC,4,216,35.25259841,126.716125,전라남도 장성군 동화면 남산리 산 118-3,061-399-6000,www.purunsolgc.co.kr/,정보없음,정보없음,1,0,0,0,0,0,0,0,0,0
11085,푸른솔GC포천,4,28,37.84323787,127.236026,경기도 포천시 가산면 마전리 17-37,031-850-3000,www.purunsol.co.kr/Main/,정보없음,정보없음,1,0,1,0,1,1,1,1,0,0
11086,푸른수목원,5,13,37.48196844,126.823669,서울특별시 구로구 항동 31,02-2686-3203,parks.seoul.go.kr/pureun,연중무휴,05:00-22:00,0,1,1,1,1,1,1,1,1,0
11087,푸른수목원KB숲교육센터,1,13,37.48533773,126.827625,서울특별시 구로구 항동 222-52,정보없음,정보없음,정보없음,정보없음,0,1,1,0,1,1,0,1,1,0
11088,푸른지대 골프클럽,3,134,37.26656906,126.977752,경기도 수원시 권선구 탑동 505,031-227-0100,정보없음,정보없음,매일 06:30-23:30,1,0,1,0,0,1,1,1,0,1
11089,푸른지대골프랜드,3,134,37.26656906,126.977752,경기도 수원시 권선구 탑동 505,031-227-0100,www.9017.net/greenzone,정보없음,매일 06:30-23:30,1,0,1,0,0,1,1,1,0,1
11090,푸른차문화원,1,112,35.83506508,128.677137,대구광역시 수성구 삼덕동 71-2,053-754-1110,dgtea.co.kr/~group07,상시변동,강좌마다 다름,1,0,0,0,0,0,0,0,0,1
11091,푸름유원지,5,10,37.89080608,127.5364,경기도 가평군 북면 제령리 199,정보없음,정보없음,정보없음,정보없음,1,0,0,0,0,0,1,0,0,0
11092,푸소센터(2022년12월예정),2,121,34.64527283,126.781307,전라남도 강진군 군동면 호계리 1076,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11093,풀로엮은집,2,2,37.78777733,126.694973,경기도 파주시 탄현면 법흥리 1652-300,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11094,풀만뮤지컬극장,1,79,35.23928588,128.655293,경상남도 창원시 성산구 대원동 122,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11095,풀무골대장간조형물,5,31,37.57177449,126.896863,서울특별시 마포구 성산동 산 52,02-3153-9553,정보없음,정보없음,정보없음,0,0,0,0,1,1,0,1,0,0
11096,풀빛누리,2,130,37.28067243,127.06599,경기도 수원시 영통구 하동 1024,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11097,풀잎문화센터,1,5,37.63304883,126.832634,경기도 고양시 덕양구 화정동 978,031-979-4016,hj.pulip.kr/,매주 일요일,"주중 10:00-21:00,토 10:00-17:00",0,1,0,0,0,0,0,0,0,1
11098,풀잎문화센터,1,49,35.32137251,129.177178,부산광역시 기장군 정관읍 매학리 717-1,051-508-7662,cafe.naver.com/junggwanpulip,"매주 토요일, 일요일, 공휴일",10:00-20:00,1,0,1,0,0,1,0,0,1,0
11099,풀짚공예박물관,2,35,37.36418022,127.165101,경기도 광주시 신현동 331-5,031-717-4538,www.pulzip.com,"매주 월요일, 공휴일","10월-3월10:00-17:00, 4월-9월10:00-18:00",1,0,0,0,0,0,1,1,0,0
11100,품질명장의전당,2,130,37.29222271,127.042984,경기도 수원시 영통구 이의동 906-5,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11101,풋볼아카데미 풋살센터,3,5,37.64158604,126.884149,경기도 고양시 덕양구 동산동 225-17,02-6368-2308,www.futbolacademy.co.kr/,정보없음,매일 06:00-24:00 운동장 대관 매일 13:00-22:00 유소년 교육,1,0,0,0,0,0,0,0,0,0
11102,풋볼팬타지움,2,31,37.56828845,126.897273,서울특별시 마포구 성산동 515,02-305-2002,www.faentasium.com/,매주 월요일,10:00am-6:00pm,0,1,1,0,1,1,1,1,1,1
11103,풋살경기장,3,120,37.17944973,128.474631,강원도 영월군 영월읍 덕포리 574-76,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11104,풋살스포츠천안구장,3,132,36.83422815,127.157155,충청남도 천안시 서북구 두정동 404-1,070-4047-7141,www.futsalsports.co.kr/,연중무휴,매일 00:00-24:00,1,0,0,0,0,0,1,1,0,0
11105,풍경운동장,3,32,37.30496721,126.814989,경기도 안산시 단원구 초지동 740-3,정보없음,정보없음,정보없음,정보없음,1,0,1,0,1,1,0,1,0,0
11106,풍기인견홍보전시관,2,6,36.86292281,128.530733,경상북도 영주시 봉현면 오현리 20-4,054-631-8866,www.prda.or.kr/,매주 월요일,09:00-18:00,1,0,1,0,0,0,0,0,0,0
11107,풍기인삼역사자료전시관,2,6,36.86453388,128.523226,경상북도 영주시 봉현면 오현리 264-1,054-635-8954,정보없음,연중무휴,10시-4시,1,0,0,0,1,1,1,1,0,0
11108,풍남문화관,2,115,35.81412219,127.148992,전라북도 전주시 완산구 전동 71,063-281-2348,정보없음,정보없음,정보없음,1,0,0,0,1,0,0,0,0,0
11109,풍류도예술원,2,107,36.12417994,127.280824,충청남도 논산시 양촌면 오산리 85-10,041-742-1785,www.poongrudo.com:8011/poongrudo_6.html,정보없음,정보없음,1,0,1,0,0,0,0,0,0,0
11110,풍류사운드판소리학원,1,202,37.42041768,126.88303,경기도 광명시 일직동 510-7,정보없음,정보없음,매주 일요일,"월-금 10:00-22:00, 토요일 10:00-16:00",0,1,1,0,0,1,0,0,1,1
11111,풍류해수욕장,5,103,34.67560225,127.240086,전라남도 고흥군 두원면 풍류리,정보없음,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,1,0,0
11112,풍림무약볼파크,3,49,35.31906668,129.212131,부산광역시 기장군 정관읍 예림리 203-27,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11113,풍악광대놀이,1,214,36.12296291,128.128194,경상북도 김천시 모암동 187-35,054-434-9996,www.pungak.com/,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11114,풍운향가,2,25,37.43051866,127.508836,경기도 여주시 금사면 전북리 429,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11115,풍혈냉천,5,59,35.73318096,127.296503,전라북도 진안군 성수면 좌포리 산 223-1,063-432-9023,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,0,0,0
11116,풍혈유원지,5,28,38.02224591,127.281785,경기도 포천시 영중면 성동리 37-1,031-538-3907,정보없음,연중무휴,정보없음,1,0,0,0,0,0,0,1,0,0
11117,풍호체육공원축구장,3,153,35.13592617,128.713793,경상남도 창원시 진해구 풍호동 789-33,055-548-6665,정보없음,연중무휴,"09-13시, 14-18시(4시간)",1,0,1,0,1,1,0,1,0,0
11118,프라움악기박물관,2,170,37.56850845,127.227049,경기도 남양주시 와부읍 도곡리 504-41,031-521-0441,www.praum.or.kr,"매주 월요일, 공휴일","평일11:00-18:00,공휴일10:00-18:00",1,0,1,0,1,1,1,1,1,1
11119,프라임아트홀,1,13,37.50704384,126.890227,서울특별시 구로구 구로동 3-25,02-2111-3525,정보없음,정보없음,정보없음,1,1,1,1,1,1,0,1,1,0
11120,프랜즈스크린,3,172,36.93264412,127.04435,충청남도 아산시 둔포면 둔포리 203-1,041-544-0753,정보없음,정보없음,09:00-00:00,1,0,0,0,0,0,1,0,0,0
11121,프렌쥬랜드,5,123,37.62527741,126.486093,인천광역시 강화군 길상면 선두리 655-7,032-937-8358,정보없음,매주 월요일,10:00-18:00 입장마감17:00,1,0,1,0,0,0,0,0,0,0
11122,프렌즈 스크린,3,142,37.24974271,127.356746,경기도 이천시 마장면 오천리 450-4,031-694-3001,정보없음,정보없음,"월-금 08:00-24:00,토-일 08:00-24:00",1,1,1,0,0,1,0,0,1,1
11123,프렌즈골프스쿨,3,110,37.52746278,127.128732,서울특별시 강동구 성내동 545-8,0507-1376-5146,정보없음,연중무휴,06:00-23:00,1,1,1,0,0,1,0,0,0,0
11124,프렌즈스크린,3,170,37.62331667,127.152531,경기도 남양주시 다산동 6087-1,0507-1341-5568,정보없음,정보없음,매일 07:00-새벽 02:00,1,0,1,0,0,0,0,0,0,0
11125,프렌즈스크린,3,3,37.39525956,126.975373,경기도 안양시 동안구 평촌동 85-10,0507-1305-8306,정보없음,정보없음,"평일 09:00-24:00,주말 07:00-24:00",1,1,1,0,0,1,1,1,0,1
11126,프렌즈스크린,3,149,37.07441484,127.037534,경기도 평택시 고덕면 당현리 212-22,0507-1385-0531,정보없음,정보없음,매일 10:00-24:00,1,0,1,0,0,0,0,1,1,1
11127,프렌즈스크린,3,217,35.51894786,127.729091,경상남도 함양군 함양읍 용평리 607-10,055-963-5757,정보없음,연중무휴,24시간 영업,1,1,0,0,0,0,0,0,0,0
11128,프렌즈스크린,3,182,35.96238199,128.947974,경상북도 영천시 완산동 745,054-706-7222,정보없음,연중무휴,09:00-00:00,1,0,1,0,1,1,1,0,0,0
11129,프렌즈스크린,3,74,35.79544291,128.528903,대구광역시 달서구 대곡동 1117-2,053-631-0753,정보없음,정보없음,매일 09:00-23:00,1,0,1,0,0,1,1,0,1,0
11130,프렌즈스크린,3,87,35.43426955,129.304938,울산광역시 울주군 온산읍 덕신리 600-8,052-238-8410,정보없음,연중무휴,매일 10:00-24:00,1,0,0,0,0,0,0,0,0,0
11131,프렌즈스크린,3,187,37.45277521,126.705931,인천광역시 남동구 구월동 1142-20,0507-1446-8860,friendsscreeninc.modoo.at/,연중무휴,10:00-새벽 02:00,1,0,0,0,0,1,0,0,0,0
11132,프렌즈스크린문화,3,12,36.31873809,127.415153,대전광역시 중구 대사동 248-207,0507-1405-4201,정보없음,정보없음,정보없음,1,0,0,0,0,1,0,0,0,0
11133,프렌즈스크린서울대입구역,3,9,37.48000009,126.956867,서울특별시 관악구 봉천동 1673-21,02-888-8850,정보없음,연중무휴,09:00-23:00,1,1,1,0,1,1,0,0,0,0
11134,프렌즈아카데미,3,90,37.59899371,127.138706,경기도 구리시 수택동 381-20,031-510-1100,정보없음,정보없음,"주중 09:00-23:00,토 09:00-21:00,일 09:00-19:00",1,1,0,0,0,1,0,0,0,0
11135,프렌즈아카데미,3,68,37.36781951,127.142915,경기도 성남시 분당구 분당동 161-2,0507-1377-7731,정보없음,매월 마지막주 일요일,"평일 07:00-23:00,주말 09:00-21:00",1,1,0,0,0,1,0,0,0,1
11136,프렌즈아카데미,3,130,37.28394176,127.056778,경기도 수원시 영통구 원천동 589,0507-1480-2288,friendsacademygwanggyo.com/,정보없음,"평일 06:00-23:00,주말 10:00-20:00",1,1,1,0,0,1,1,1,0,1
11137,프렌즈아카데미,3,142,37.30008938,127.437705,경기도 이천시 송정동 193,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11138,프렌즈아카데미,3,45,33.48143598,126.468667,제주특별자치도 제주시 노형동 2401-1,064-711-8003,정보없음,"2,4주 목요일","평일 10:00-22:00,주말 09:00-21:00",1,1,1,0,0,1,0,0,0,0
11139,프렌즈아카데미 & 스크린 도이치오토월드,3,134,37.25806784,126.987839,경기도 수원시 권선구 고색동 1191,0507-1456-0754,정보없음,정보없음,06:00-23:00,1,0,1,0,0,1,1,1,0,1
11140,프렌즈아카데미 프렌즈스크린,3,43,37.83782393,127.073335,경기도 양주시 고암동 92-22,0507-1472-3838,정보없음,연중무휴,"평일 06:30-23:00,주말 08:00-23:00",1,0,1,0,0,1,1,0,1,1
11141,프렌즈아카데미동탄PRO,3,146,37.19711741,127.064764,경기도 오산시 외삼미동 119-1,0507-1318-0020,정보없음,정보없음,"06:00-23:00, 주말 09:00-21:00",1,0,1,0,0,1,1,1,1,1
11142,프렌즈아카데미아산,3,172,36.79639237,127.050935,충청남도 아산시 탕정면 용두리 720,041-427-1919,정보없음,매월 4째주 월요일,"월-금 06:00-23:00,토-일 09:00-20:00",1,0,1,0,0,1,0,0,1,0
11143,프렌즈아카데미양주옥정,3,43,37.81983726,127.094101,경기도 양주시 옥정동 967-2,031-928-5699,정보없음,매달 3째주 일요일,07:00-23:00,1,1,1,0,0,1,1,1,0,1
11144,프로보크서울,1,41,37.5159435,126.900916,서울특별시 영등포구 문래동3가 9,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
11145,프로젝트박스시야,1,135,37.52634436,126.996046,서울특별시 용산구 동빙고동 1-102,070-7606-5577,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
11146,프로젝트스페이스미음,2,1,37.60859487,126.972239,서울특별시 종로구 평창동 148-1,0507-1418-3333,www.projectspacemium.com/,"매주 일요일, 월요일, 공휴일","평일 10:00-18:00, 주말 12:00-15:00",1,0,0,0,0,0,0,0,0,0
11147,프롤릭체험센터,5,177,35.93262705,126.720964,전라북도 군산시 옥산면 당북리 638-14,063-468-8214,정보없음,정보없음,매일 10:00-17:00,1,0,0,0,0,0,0,0,0,0
